education_years,age_mid,race_black,race_white,race_hispanic,gender_male,gross_income,marital_status,state,tax,expenditure,disposable_income
8,21,0,1,0,0,-16477.29,single,Alabama,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Alaska,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Arizona,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Arkansas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,California,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Colorado,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Connecticut,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Delaware,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Florida,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Georgia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Hawaii,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Idaho,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Illinois,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Indiana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Iowa,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Kansas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Kentucky,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Louisiana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Maine,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Maryland,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Massachusetts,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Michigan,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Minnesota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Mississippi,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Missouri,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Montana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Nebraska,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Nevada,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,New Hampshire,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,New Jersey,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,New Mexico,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,New York,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,North Carolina,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,North Dakota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Ohio,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Oklahoma,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Oregon,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Pennsylvania,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Rhode Island,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,South Carolina,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,South Dakota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Tennessee,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Texas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Utah,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Vermont,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Virginia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Washington,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,West Virginia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Wisconsin,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,single,Wyoming,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Alabama,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Alaska,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Arizona,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Arkansas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,California,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Colorado,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Connecticut,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Delaware,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Florida,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Georgia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Hawaii,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Idaho,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Illinois,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Indiana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Iowa,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Kansas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Kentucky,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Louisiana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Maine,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Maryland,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Massachusetts,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Michigan,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Minnesota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Mississippi,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Missouri,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Montana,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Nebraska,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Nevada,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,New Hampshire,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,New Jersey,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,New Mexico,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,New York,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,North Carolina,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,North Dakota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Ohio,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Oklahoma,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Oregon,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Pennsylvania,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Rhode Island,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,South Carolina,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,South Dakota,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Tennessee,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Texas,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Utah,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Vermont,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Virginia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Washington,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,West Virginia,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Wisconsin,-1260.51,30373,-45589.78
8,21,0,1,0,0,-16477.29,married,Wyoming,-1260.51,30373,-45589.78
8,30,0,1,0,0,-11510.17,single,Alabama,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Alaska,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Arizona,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Arkansas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,California,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Colorado,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Connecticut,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Delaware,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Florida,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Georgia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Hawaii,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Idaho,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Illinois,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Indiana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Iowa,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Kansas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Kentucky,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Louisiana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Maine,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Maryland,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Massachusetts,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Michigan,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Minnesota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Mississippi,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Missouri,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Montana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Nebraska,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Nevada,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,New Hampshire,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,New Jersey,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,New Mexico,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,New York,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,North Carolina,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,North Dakota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Ohio,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Oklahoma,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Oregon,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Pennsylvania,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Rhode Island,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,South Carolina,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,South Dakota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Tennessee,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Texas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Utah,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Vermont,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Virginia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Washington,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,West Virginia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Wisconsin,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,single,Wyoming,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Alabama,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Alaska,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Arizona,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Arkansas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,California,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Colorado,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Connecticut,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Delaware,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Florida,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Georgia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Hawaii,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Idaho,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Illinois,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Indiana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Iowa,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Kansas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Kentucky,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Louisiana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Maine,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Maryland,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Massachusetts,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Michigan,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Minnesota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Mississippi,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Missouri,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Montana,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Nebraska,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Nevada,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,New Hampshire,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,New Jersey,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,New Mexico,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,New York,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,North Carolina,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,North Dakota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Ohio,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Oklahoma,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Oregon,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Pennsylvania,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Rhode Island,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,South Carolina,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,South Dakota,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Tennessee,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Texas,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Utah,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Vermont,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Virginia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Washington,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,West Virginia,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Wisconsin,-880.53,48087,-58716.64
8,30,0,1,0,0,-11510.17,married,Wyoming,-880.53,48087,-58716.64
8,40,0,1,0,0,-5991.15,single,Alabama,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Alaska,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Arizona,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Arkansas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,California,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Colorado,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Connecticut,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Delaware,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Florida,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Georgia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Hawaii,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Idaho,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Illinois,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Indiana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Iowa,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Kansas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Kentucky,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Louisiana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Maine,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Maryland,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Massachusetts,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Michigan,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Minnesota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Mississippi,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Missouri,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Montana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Nebraska,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Nevada,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,New Hampshire,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,New Jersey,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,New Mexico,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,New York,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,North Carolina,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,North Dakota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Ohio,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Oklahoma,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Oregon,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Pennsylvania,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Rhode Island,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,South Carolina,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,South Dakota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Tennessee,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Texas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Utah,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Vermont,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Virginia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Washington,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,West Virginia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Wisconsin,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,single,Wyoming,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Alabama,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Alaska,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Arizona,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Arkansas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,California,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Colorado,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Connecticut,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Delaware,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Florida,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Georgia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Hawaii,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Idaho,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Illinois,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Indiana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Iowa,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Kansas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Kentucky,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Louisiana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Maine,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Maryland,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Massachusetts,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Michigan,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Minnesota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Mississippi,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Missouri,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Montana,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Nebraska,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Nevada,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,New Hampshire,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,New Jersey,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,New Mexico,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,New York,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,North Carolina,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,North Dakota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Ohio,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Oklahoma,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Oregon,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Pennsylvania,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Rhode Island,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,South Carolina,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,South Dakota,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Tennessee,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Texas,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Utah,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Vermont,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Virginia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Washington,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,West Virginia,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Wisconsin,-458.32,58784,-64316.83
8,40,0,1,0,0,-5991.15,married,Wyoming,-458.32,58784,-64316.83
8,50,0,1,0,0,-472.13,single,Alabama,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Alaska,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Arizona,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Arkansas,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,California,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Colorado,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Connecticut,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Delaware,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Florida,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Georgia,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Hawaii,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Idaho,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Illinois,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Indiana,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Iowa,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Kansas,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Kentucky,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Louisiana,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Maine,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Maryland,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Massachusetts,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Michigan,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Minnesota,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Mississippi,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Missouri,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Montana,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Nebraska,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Nevada,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,New Hampshire,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,New Jersey,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,New Mexico,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,New York,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,North Carolina,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,North Dakota,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Ohio,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Oklahoma,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Oregon,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Pennsylvania,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Rhode Island,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,South Carolina,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,South Dakota,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Tennessee,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Texas,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Utah,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Vermont,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Virginia,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Washington,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,West Virginia,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Wisconsin,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,single,Wyoming,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,married,Alabama,-36.12,60524,-60960.01
8,50,0,1,0,0,-472.13,married,Alaska,-36.12,60524,-60960.01
